time,latitude,longitude,speed,direction,date,magnetic declination,status,facing,facing2,sys_timestamp
072028.90,3106.79443646,10345.46865153,0.008,50.1,090925,2.0,A,North,East,1757402428.474602
072029.00,3106.79443652,10345.46865168,0.008,55.9,090925,2.0,A,North,East,1757402428.5647578
072029.10,3106.79443657,10345.46865184,0.008,56.9,090925,2.0,A,North,East,1757402428.6685472
072029.20,3106.79443663,10345.46865198,0.008,52.6,090925,2.0,A,North,East,1757402428.7768757
072029.30,3106.79443669,10345.46865212,0.008,48.8,090925,2.0,A,North,East,1757402428.8712475
072029.40,3106.79443677,10345.46865224,0.009,45.4,090925,2.0,A,North,East,1757402428.970659
072029.50,3106.79443690,10345.46865235,0.009,37.9,090925,2.0,A,North,East,1757402429.0711346
072029.60,3106.79443704,10345.46865243,0.009,36.4,090925,2.0,A,North,East,1757402429.1704779
072029.70,3106.79443717,10345.46865249,0.008,32.7,090925,2.0,A,North,East,1757402429.2688015
072029.80,3106.79443727,10345.46865257,0.007,35.6,090925,2.0,A,North,East,1757402429.3672223
072029.90,3106.79443737,10345.46865266,0.007,44.8,090925,2.0,A,North,East,1757402429.4671922
072030.00,3106.79443748,10345.46865275,0.007,40.1,090925,2.0,A,North,East,1757402429.57662
072030.10,3106.79443757,10345.46865285,0.007,36.5,090925,2.0,A,North,East,1757402429.6745753
072030.20,3106.79443748,10345.46865296,0.008,46.0,090925,2.0,A,North,East,1757402429.772867
072030.30,3106.79443760,10345.46865303,0.007,43.2,090925,2.0,A,North,East,1757402429.8729553
072030.40,3106.79443776,10345.46865307,0.007,39.6,090925,2.0,A,North,East,1757402429.9687293
072030.50,3106.79443774,10345.46865312,0.007,40.0,090925,2.0,A,North,East,1757402430.0669127
072030.60,3106.79443776,10345.46865314,0.007,40.2,090925,2.0,A,North,East,1757402430.166594
072030.70,3106.79443785,10345.46865309,0.006,45.5,090925,2.0,A,North,East,1757402430.2697952
072030.80,3106.79443795,10345.46865306,0.007,57.7,090925,2.0,A,North,East,1757402430.3669107
072030.90,3106.79443806,10345.46865303,0.008,59.4,090925,2.0,A,North,East,1757402430.473912
072031.00,3106.79443820,10345.46865298,0.007,58.5,090925,2.0,A,North,East,1757402430.5729
072031.10,3106.79443834,10345.46865295,0.008,62.0,090925,2.0,A,North,East,1757402430.6740472
072031.20,3106.79443849,10345.46865289,0.007,54.1,090925,2.0,A,North,East,1757402430.7724717
072031.30,3106.79443862,10345.46865285,0.007,56.0,090925,2.0,A,North,East,1757402430.872515
072031.40,3106.79443874,10345.46865281,0.007,51.9,090925,2.0,A,North,East,1757402430.9710598
072031.50,3106.79443885,10345.46865275,0.006,48.3,090925,2.0,A,North,East,1757402431.0744143
072031.60,3106.79443898,10345.46865269,0.006,57.2,090925,2.0,A,North,East,1757402431.1766605
072031.70,3106.79443909,10345.46865263,0.005,56.9,090925,2.0,A,North,East,1757402431.2736611
072031.80,3106.79443925,10345.46865254,0.006,53.2,090925,2.0,A,North,East,1757402431.372485
072031.90,3106.79443942,10345.46865244,0.005,55.9,090925,2.0,A,North,East,1757402431.4743216
072032.00,3106.79443960,10345.46865233,0.005,47.0,090925,2.0,A,North,East,1757402431.5689566
072032.10,3106.79443979,10345.46865223,0.005,52.4,090925,2.0,A,North,East,1757402431.6686177
072032.20,3106.79444000,10345.46865212,0.006,65.1,090925,2.0,A,North,East,1757402431.7668204
072032.30,3106.79444020,10345.46865201,0.005,64.2,090925,2.0,A,North,East,1757402431.86772
072032.40,3106.79444039,10345.46865191,0.005,62.1,090925,2.0,A,North,East,1757402431.9762144
072032.50,3106.79444059,10345.46865180,0.005,30.6,090925,2.0,A,North,East,1757402432.0712724
072032.60,3106.79444076,10345.46865171,0.005,35.0,090925,2.0,A,North,East,1757402432.1703444
072032.70,3106.79444093,10345.46865164,0.006,40.3,090925,2.0,A,North,East,1757402432.272848
072032.80,3106.79444112,10345.46865159,0.007,42.8,090925,2.0,A,North,East,1757402432.368463
072032.90,3106.79444133,10345.46865154,0.008,29.8,090925,2.0,A,North,East,1757402432.4646723
072033.00,3106.79444149,10345.46865151,0.007,38.9,090925,2.0,A,North,East,1757402432.5751116
072033.10,3106.79444169,10345.46865140,0.007,3.2,090925,2.0,A,North,East,1757402432.6765535
072033.20,3106.79444192,10345.46865127,0.008,347.5,090925,2.0,A,North,East,1757402432.7679281
072033.30,3106.79444214,10345.46865112,0.010,335.5,090925,2.0,A,North,East,1757402432.8644667
072033.40,3106.79444237,10345.46865095,0.011,336.3,090925,2.0,A,North,East,1757402432.9651577
072033.50,3106.79444256,10345.46865072,0.011,316.3,090925,2.0,A,North,East,1757402433.0661125
072033.60,3106.79444272,10345.46865054,0.008,319.8,090925,2.0,A,North,East,1757402433.1762545
072033.70,3106.79444286,10345.46865035,0.005,308.5,090925,2.0,A,North,East,1757402433.272056
072033.80,3106.79444304,10345.46865014,0.006,300.7,090925,2.0,A,North,East,1757402433.3707695
072033.90,3106.79444316,10345.46864997,0.005,294.3,090925,2.0,A,North,East,1757402433.4733984
072034.00,3106.79444326,10345.46864979,0.005,287.8,090925,2.0,A,North,East,1757402433.5776672
072034.10,3106.79444338,10345.46864962,0.005,286.2,090925,2.0,A,North,East,1757402433.6713526
072034.20,3106.79444355,10345.46864947,0.004,321.2,090925,2.0,A,North,East,1757402433.772457
072034.30,3106.79444372,10345.46864937,0.004,4.5,090925,2.0,A,North,East,1757402433.8729336
072034.40,3106.79444392,10345.46864929,0.006,11.6,090925,2.0,A,North,East,1757402433.9740758
072034.50,3106.79444409,10345.46864920,0.005,351.1,090925,2.0,A,North,East,1757402434.0731933
072034.60,3106.79444425,10345.46864906,0.005,326.7,090925,2.0,A,North,East,1757402434.1730483
072034.70,3106.79444439,10345.46864894,0.003,325.9,090925,2.0,A,North,East,1757402434.2730877
072034.80,3106.79444453,10345.46864885,0.002,343.5,090925,2.0,A,North,East,1757402434.3734238
072034.90,3106.79444468,10345.46864879,0.003,47.2,090925,2.0,A,North,East,1757402434.4712784
072035.00,3106.79444486,10345.46864871,0.003,25.0,090925,2.0,A,North,East,1757402434.5688066
072035.10,3106.79444503,10345.46864858,0.003,332.2,090925,2.0,A,North,East,1757402434.668524
072035.20,3106.79444516,10345.46864847,0.003,315.5,090925,2.0,A,North,East,1757402434.776771
072035.30,3106.79444527,10345.46864834,0.004,304.2,090925,2.0,A,North,East,1757402434.8657732
072035.40,3106.79444536,10345.46864826,0.001,165.7,090925,2.0,A,North,East,1757402434.9650064
072035.50,3106.79444542,10345.46864818,0.002,184.6,090925,2.0,A,North,East,1757402435.076079
072035.60,3106.79444549,10345.46864802,0.005,223.7,090925,2.0,A,North,East,1757402435.177033
072035.70,3106.79444553,10345.46864789,0.006,214.9,090925,2.0,A,North,East,1757402435.265502
072035.80,3106.79444555,10345.46864779,0.005,217.5,090925,2.0,A,North,East,1757402435.3651707
072035.90,3106.79444558,10345.46864772,0.002,213.0,090925,2.0,A,North,East,1757402435.475591
072036.00,3106.79444566,10345.46864773,0.001,304.4,090925,2.0,A,North,East,1757402435.5704741
072036.10,3106.79444569,10345.46864766,0.003,208.1,090925,2.0,A,North,East,1757402435.668008
072036.20,3106.79444622,10345.46864773,0.005,230.9,090925,2.0,A,North,East,1757402435.7677348
072036.30,3106.79444668,10345.46864810,0.004,253.5,090925,2.0,A,North,East,1757402435.8680816
072036.40,3106.79444712,10345.46864857,0.003,253.2,090925,2.0,A,North,East,1757402435.9758286
072036.50,3106.79444768,10345.46864895,0.002,287.9,090925,2.0,A,North,East,1757402436.0739882
072036.60,3106.79444826,10345.46864933,0.004,314.9,090925,2.0,A,North,East,1757402436.1725094
072036.70,3106.79444882,10345.46864971,0.002,317.6,090925,2.0,A,North,East,1757402436.271346
072036.80,3106.79444938,10345.46865010,0.001,315.6,090925,2.0,A,North,East,1757402436.372539
072036.90,3106.79444994,10345.46865049,0.001,327.2,090925,2.0,A,North,East,1757402436.4685383
072037.00,3106.79445049,10345.46865090,0.001,3.3,090925,2.0,A,North,East,1757402436.5676875
072037.10,3106.79445107,10345.46865127,0.003,342.2,090925,2.0,A,North,East,1757402436.6657088
072037.20,3106.79445166,10345.46865168,0.004,27.0,090925,2.0,A,North,East,1757402436.7753992
072037.30,3106.79445227,10345.46865209,0.005,33.1,090925,2.0,A,North,East,1757402436.8734875
072037.40,3106.79445268,10345.46865250,0.004,36.3,090925,2.0,A,North,East,1757402436.9732168
072037.50,3106.79445308,10345.46865288,0.004,15.3,090925,2.0,A,North,East,1757402437.072075
072037.60,3106.79445346,10345.46865323,0.003,338.4,090925,2.0,A,North,East,1757402437.1668823
072037.70,3106.79445381,10345.46865360,0.003,345.2,090925,2.0,A,North,East,1757402437.2760212
072037.80,3106.79445415,10345.46865399,0.003,1.0,090925,2.0,A,North,East,1757402437.3658514
072037.90,3106.79445469,10345.46865495,0.003,11.3,090925,2.0,A,North,East,1757402437.4658718
072038.00,3106.79445526,10345.46865590,0.003,359.5,090925,2.0,A,North,East,1757402437.5738132
072038.10,3106.79445582,10345.46865683,0.004,357.6,090925,2.0,A,North,East,1757402437.6758232
072038.20,3106.79445635,10345.46865780,0.003,31.6,090925,2.0,A,North,East,1757402437.7733145
072038.30,3106.79445689,10345.46865876,0.004,47.6,090925,2.0,A,North,East,1757402437.8743687
072038.40,3106.79445742,10345.46865971,0.003,31.5,090925,2.0,A,North,East,1757402437.9781752
072038.50,3106.79445797,10345.46866063,0.004,21.7,090925,2.0,A,North,East,1757402438.075311
072038.60,3106.79445850,10345.46866156,0.004,28.7,090925,2.0,A,North,East,1757402438.1744337
072038.70,3106.79445893,10345.46866261,0.005,47.3,090925,2.0,A,North,East,1757402438.27386
072038.80,3106.79445935,10345.46866364,0.005,40.6,090925,2.0,A,North,East,1757402438.3683689
072038.90,3106.79445979,10345.46866461,0.005,27.3,090925,2.0,A,North,East,1757402438.465033
072039.00,3106.79446031,10345.46866549,0.004,2.8,090925,2.0,A,North,East,1757402438.567349
072039.10,3106.79446087,10345.46866633,0.004,17.8,090925,2.0,A,North,East,1757402438.6658187
072039.20,3106.79446162,10345.46866719,0.004,5.0,090925,2.0,A,North,East,1757402438.7798777
072039.30,3106.79446237,10345.46866801,0.004,343.5,090925,2.0,A,North,East,1757402438.8669116
072039.40,3106.79446310,10345.46866877,0.007,313.0,090925,2.0,A,North,East,1757402438.9697127
072039.50,3106.79446381,10345.46866953,0.007,309.6,090925,2.0,A,North,East,1757402439.0699253
072039.60,3106.79446450,10345.46867033,0.003,312.0,090925,2.0,A,North,East,1757402439.1774662
072039.70,3106.79446522,10345.46867111,0.003,311.8,090925,2.0,A,North,East,1757402439.2757857
072039.80,3106.79446594,10345.46867189,0.002,327.3,090925,2.0,A,North,East,1757402439.3677952
072039.90,3106.79446669,10345.46867261,0.003,313.3,090925,2.0,A,North,East,1757402439.468253
072040.00,3106.79446741,10345.46867334,0.004,312.5,090925,2.0,A,North,East,1757402439.5793111
072040.10,3106.79446796,10345.46867405,0.004,327.4,090925,2.0,A,North,East,1757402439.6799011
072040.20,3106.79446870,10345.46867481,0.003,356.5,090925,2.0,A,North,East,1757402439.768516
072040.30,3106.79446976,10345.46867518,0.003,15.1,090925,2.0,A,North,East,1757402439.8682628
072040.40,3106.79447071,10345.46867576,0.002,33.2,090925,2.0,A,North,East,1757402439.9709296
072040.50,3106.79447168,10345.46867632,0.001,11.9,090925,2.0,A,North,East,1757402440.068414
072040.60,3106.79447266,10345.46867685,0.002,353.1,090925,2.0,A,North,East,1757402440.1711726
072040.70,3106.79447368,10345.46867734,0.003,341.0,090925,2.0,A,North,East,1757402440.2697155
072040.80,3106.79447472,10345.46867783,0.004,337.8,090925,2.0,A,North,East,1757402440.3762276
072040.90,3106.79447572,10345.46867832,0.004,331.3,090925,2.0,A,North,East,1757402440.4734426
072041.00,3106.79447671,10345.46867878,0.005,325.0,090925,2.0,A,North,East,1757402440.5716407
072041.10,3106.79447768,10345.46867926,0.005,331.6,090925,2.0,A,North,East,1757402440.6711285
072041.20,3106.79447865,10345.46867977,0.004,342.6,090925,2.0,A,North,East,1757402440.778048
072041.30,3106.79447962,10345.46868025,0.005,336.1,090925,2.0,A,North,East,1757402440.8684208
072041.40,3106.79448060,10345.46868074,0.004,352.6,090925,2.0,A,North,East,1757402440.9644635
072041.50,3106.79448155,10345.46868121,0.004,342.8,090925,2.0,A,North,East,1757402441.0664628
072041.60,3106.79448251,10345.46868170,0.003,16.2,090925,2.0,A,North,East,1757402441.1757805
072041.70,3106.79448346,10345.46868218,0.003,8.0,090925,2.0,A,North,East,1757402441.2767296
072041.80,3106.79448439,10345.46868266,0.003,357.9,090925,2.0,A,North,East,1757402441.3749526
072041.90,3106.79448530,10345.46868314,0.003,355.7,090925,2.0,A,North,East,1757402441.4642644
072042.00,3106.79448622,10345.46868359,0.004,343.4,090925,2.0,A,North,East,1757402441.5660534
072042.10,3106.79448716,10345.46868403,0.004,344.6,090925,2.0,A,North,East,1757402441.6687322
072042.20,3106.79448809,10345.46868448,0.005,359.3,090925,2.0,A,North,East,1757402441.7689307
072042.30,3106.79448901,10345.46868494,0.005,357.1,090925,2.0,A,North,East,1757402441.8764188
072042.40,3106.79448991,10345.46868541,0.005,355.5,090925,2.0,A,North,East,1757402441.9655905
072042.50,3106.79449079,10345.46868588,0.005,358.3,090925,2.0,A,North,East,1757402442.074057
072042.60,3106.79449166,10345.46868636,0.005,4.0,090925,2.0,A,North,East,1757402442.1725461
072042.70,3106.79449253,10345.46868683,0.005,5.0,090925,2.0,A,North,East,1757402442.2742777
072042.80,3106.79449337,10345.46868731,0.005,3.5,090925,2.0,A,North,East,1757402442.3657737
072042.90,3106.79449417,10345.46868779,0.004,359.7,090925,2.0,A,North,East,1757402442.4664412
072043.00,3106.79449496,10345.46868828,0.004,356.4,090925,2.0,A,North,East,1757402442.5711915
072043.10,3106.79449570,10345.46868878,0.004,352.3,090925,2.0,A,North,East,1757402442.6715662
072043.20,3106.79449647,10345.46868926,0.004,353.2,090925,2.0,A,North,East,1757402442.7731795
072043.30,3106.79449724,10345.46868974,0.004,4.0,090925,2.0,A,North,East,1757402442.870733
072043.40,3106.79449802,10345.46869020,0.004,354.0,090925,2.0,A,North,East,1757402442.9725227
072043.50,3106.79449878,10345.46869066,0.003,0.6,090925,2.0,A,North,East,1757402443.0651784
072043.60,3106.79449950,10345.46869113,0.003,0.0,090925,2.0,A,North,East,1757402443.171523
072043.70,3106.79450021,10345.46869162,0.003,15.3,090925,2.0,A,North,East,1757402443.27027
072043.80,3106.79450090,10345.46869211,0.003,19.6,090925,2.0,A,North,East,1757402443.3788865
072043.90,3106.79450158,10345.46869264,0.003,46.4,090925,2.0,A,North,East,1757402443.4658697
072044.00,3106.79450225,10345.46869315,0.003,56.5,090925,2.0,A,North,East,1757402443.5707057
072044.10,3106.79450293,10345.46869362,0.002,58.8,090925,2.0,A,North,East,1757402443.670128
072044.20,3106.79450361,10345.46869410,0.002,59.0,090925,2.0,A,North,East,1757402443.7769437
072044.30,3106.79450429,10345.46869457,0.002,43.2,090925,2.0,A,North,East,1757402443.8744512
072044.40,3106.79450495,10345.46869502,0.001,33.3,090925,2.0,A,North,East,1757402443.966048
072044.50,3106.79450564,10345.46869543,0.001,339.7,090925,2.0,A,North,East,1757402444.0750117
072044.60,3106.79450636,10345.46869580,0.002,303.9,090925,2.0,A,North,East,1757402444.167001
072044.70,3106.79450712,10345.46869612,0.001,335.3,090925,2.0,A,North,East,1757402444.2742023
072044.80,3106.79450789,10345.46869644,0.001,289.0,090925,2.0,A,North,East,1757402444.3646839
072044.90,3106.79450863,10345.46869675,0.002,243.9,090925,2.0,A,North,East,1757402444.4739063
072045.00,3106.79450941,10345.46869706,0.000,146.0,090925,2.0,A,North,East,1757402444.5685844
072045.10,3106.79451017,10345.46869737,0.001,132.7,090925,2.0,A,North,East,1757402444.6679802
072045.20,3106.79451091,10345.46869767,0.001,245.8,090925,2.0,A,North,East,1757402444.7716744
072045.30,3106.79451163,10345.46869793,0.003,236.3,090925,2.0,A,North,East,1757402444.870317
072045.40,3106.79451232,10345.46869820,0.004,241.6,090925,2.0,A,North,East,1757402444.9768813
072045.50,3106.79451300,10345.46869847,0.003,258.0,090925,2.0,A,North,East,1757402445.0650282
072045.60,3106.79451371,10345.46869875,0.002,266.8,090925,2.0,A,North,East,1757402445.17071
072045.70,3106.79451440,10345.46869902,0.002,254.6,090925,2.0,A,North,East,1757402445.2708304
072045.80,3106.79451507,10345.46869931,0.002,243.7,090925,2.0,A,North,East,1757402445.3720279
072045.90,3106.79451578,10345.46869964,0.004,1.5,090925,2.0,A,North,East,1757402445.4687955
072046.00,3106.79451648,10345.46870000,0.003,36.8,090925,2.0,A,North,East,1757402445.5731764
072046.10,3106.79451723,10345.46870028,0.003,349.7,090925,2.0,A,North,East,1757402445.674199
072046.20,3106.79451799,10345.46870052,0.006,314.5,090925,2.0,A,North,East,1757402445.769161
072046.30,3106.79451874,10345.46870071,0.008,305.4,090925,2.0,A,North,East,1757402445.8671818
072046.40,3106.79451946,10345.46870088,0.009,289.8,090925,2.0,A,North,East,1757402445.9729044
072046.50,3106.79452018,10345.46870110,0.005,309.6,090925,2.0,A,North,East,1757402446.0734196
072046.60,3106.79452092,10345.46870134,0.006,329.6,090925,2.0,A,North,East,1757402446.1701508
072046.70,3106.79452166,10345.46870157,0.006,322.7,090925,2.0,A,North,East,1757402446.2688756
072046.80,3106.79452235,10345.46870182,0.004,316.1,090925,2.0,A,North,East,1757402446.375162
072046.90,3106.79452305,10345.46870202,0.005,310.1,090925,2.0,A,North,East,1757402446.4638405
072047.00,3106.79452377,10345.46870219,0.008,308.5,090925,2.0,A,North,East,1757402446.5716982
072047.10,3106.79452450,10345.46870236,0.010,312.1,090925,2.0,A,North,East,1757402446.67411
072047.20,3106.79452525,10345.46870252,0.009,314.3,090925,2.0,A,North,East,1757402446.7663336
072047.30,3106.79452590,10345.46870271,0.004,267.7,090925,2.0,A,North,East,1757402446.8660402
072047.40,3106.79452647,10345.46870296,0.005,205.3,090925,2.0,A,North,East,1757402446.9713795
072047.50,3106.79452713,10345.46870322,0.000,259.9,090925,2.0,A,North,East,1757402447.0681539
072047.60,3106.79452790,10345.46870341,0.007,335.9,090925,2.0,A,North,East,1757402447.1663947
072047.70,3106.79452860,10345.46870361,0.005,319.6,090925,2.0,A,North,East,1757402447.275967
072047.80,3106.79452926,10345.46870383,0.004,315.7,090925,2.0,A,North,East,1757402447.3697908
072047.90,3106.79452992,10345.46870408,0.003,336.9,090925,2.0,A,North,East,1757402447.4691918
072048.00,3106.79453057,10345.46870428,0.002,281.6,090925,2.0,A,North,East,1757402447.5712028
072048.10,3106.79453121,10345.46870451,0.002,310.2,090925,2.0,A,North,East,1757402447.6718602
072048.20,3106.79453184,10345.46870473,0.003,311.2,090925,2.0,A,North,East,1757402447.7731917
072048.30,3106.79453255,10345.46870507,0.003,331.6,090925,2.0,A,North,East,1757402447.8732436
072048.40,3106.79453328,10345.46870540,0.003,348.9,090925,2.0,A,North,East,1757402447.9813333
072048.50,3106.79453404,10345.46870567,0.004,333.5,090925,2.0,A,North,East,1757402448.0693586
072048.60,3106.79453483,10345.46870594,0.004,348.9,090925,2.0,A,North,East,1757402448.174061
072048.70,3106.79453563,10345.46870624,0.005,9.7,090925,2.0,A,North,East,1757402448.2621348
072048.80,3106.79453641,10345.46870656,0.006,13.4,090925,2.0,A,North,East,1757402448.367142
072048.90,3106.79453722,10345.46870688,0.008,4.7,090925,2.0,A,North,East,1757402448.4671593
072049.00,3106.79453803,10345.46870716,0.008,352.7,090925,2.0,A,North,East,1757402448.5722187
072049.10,3106.79453879,10345.46870741,0.007,327.1,090925,2.0,A,North,East,1757402448.6729796
072049.20,3106.79453954,10345.46870764,0.006,317.4,090925,2.0,A,North,East,1757402448.7799938
072049.30,3106.79454031,10345.46870783,0.006,313.8,090925,2.0,A,North,East,1757402448.8802972
072049.40,3106.79454111,10345.46870800,0.006,318.3,090925,2.0,A,North,East,1757402448.9744105
072049.50,3106.79454193,10345.46870819,0.007,330.1,090925,2.0,A,North,East,1757402449.0749724
072049.60,3106.79454276,10345.46870837,0.008,332.8,090925,2.0,A,North,East,1757402449.1671324
072049.70,3106.79454358,10345.46870857,0.009,339.2,090925,2.0,A,North,East,1757402449.2765062
072049.80,3106.79454442,10345.46870877,0.008,350.5,090925,2.0,A,North,East,1757402449.3723655
072049.90,3106.79454526,10345.46870895,0.008,350.0,090925,2.0,A,North,East,1757402449.4709907
072050.00,3106.79454607,10345.46870908,0.009,322.5,090925,2.0,A,North,East,1757402449.5786316
072050.10,3106.79454682,10345.46870923,0.008,318.7,090925,2.0,A,North,East,1757402449.6816418
072050.20,3106.79454757,10345.46870937,0.009,318.7,090925,2.0,A,North,East,1757402449.7754066
072050.30,3106.79454827,10345.46870959,0.004,338.3,090925,2.0,A,North,East,1757402449.8746219
072050.40,3106.79454893,10345.46870992,0.005,46.7,090925,2.0,A,North,East,1757402449.969826
072050.50,3106.79454964,10345.46871023,0.006,25.3,090925,2.0,A,North,East,1757402450.0680766
072050.60,3106.79455034,10345.46871036,0.010,317.3,090925,2.0,A,North,East,1757402450.1747494
072050.70,3106.79455101,10345.46871050,0.007,303.0,090925,2.0,A,North,East,1757402450.2738159
072050.80,3106.79455164,10345.46871069,0.003,274.2,090925,2.0,A,North,East,1757402450.3685648
072050.90,3106.79455232,10345.46871081,0.004,285.9,090925,2.0,A,North,East,1757402450.4750884
072051.00,3106.79455291,10345.46871100,0.004,192.5,090925,2.0,A,North,East,1757402450.567795
072051.10,3106.79455352,10345.46871111,0.006,239.5,090925,2.0,A,North,East,1757402450.6673968
072051.20,3106.79455423,10345.46871128,0.003,340.9,090925,2.0,A,North,East,1757402450.7777917
072051.30,3106.79455492,10345.46871142,0.006,324.5,090925,2.0,A,North,East,1757402450.8757367
072051.40,3106.79455557,10345.46871175,0.008,80.8,090925,2.0,A,North,East,1757402450.969855
072051.50,3106.79455620,10345.46871206,0.007,82.4,090925,2.0,A,North,East,1757402451.0678105
072051.60,3106.79455687,10345.46871224,0.003,23.5,090925,2.0,A,North,East,1757402451.1693482
072051.70,3106.79455751,10345.46871236,0.002,270.6,090925,2.0,A,North,East,1757402451.2658892
072051.80,3106.79455823,10345.46871249,0.007,342.7,090925,2.0,A,North,East,1757402451.3721476
072051.90,3106.79455892,10345.46871269,0.007,13.7,090925,2.0,A,North,East,1757402451.4722474
072052.00,3106.79455954,10345.46871295,0.006,63.0,090925,2.0,A,North,East,1757402451.5757623
072052.10,3106.79456008,10345.46871314,0.002,165.8,090925,2.0,A,North,East,1757402451.6682832
072052.20,3106.79456065,10345.46871334,0.001,134.3,090925,2.0,A,North,East,1757402451.7731304
072052.30,3106.79456122,10345.46871352,0.001,10.0,090925,2.0,A,North,East,1757402451.8726306
072052.40,3106.79456183,10345.46871371,0.003,3.7,090925,2.0,A,North,East,1757402451.975907
072052.50,3106.79456238,10345.46871388,0.001,311.7,090925,2.0,A,North,East,1757402452.072798
072052.60,3106.79456288,10345.46871405,0.001,268.3,090925,2.0,A,North,East,1757402452.1666436
072052.70,3106.79456342,10345.46871422,0.000,267.1,090925,2.0,A,North,East,1757402452.2650762
072052.80,3106.79456394,10345.46871438,0.001,246.4,090925,2.0,A,North,East,1757402452.3655508
072052.90,3106.79456443,10345.46871457,0.001,177.6,090925,2.0,A,North,East,1757402452.4747207
072053.00,3106.79456495,10345.46871469,0.003,283.6,090925,2.0,A,North,East,1757402452.569993
072053.10,3106.79456551,10345.46871484,0.002,351.8,090925,2.0,A,North,East,1757402452.668894
072053.20,3106.79456606,10345.46871495,0.004,313.5,090925,2.0,A,North,East,1757402452.7696433
072053.30,3106.79456666,10345.46871502,0.005,306.3,090925,2.0,A,North,East,1757402452.867548
072053.40,3106.79456727,10345.46871506,0.006,296.3,090925,2.0,A,North,East,1757402452.9719086
072053.50,3106.79456785,10345.46871512,0.006,313.3,090925,2.0,A,North,East,1757402453.0719616
072053.60,3106.79456842,10345.46871521,0.005,315.3,090925,2.0,A,North,East,1757402453.1744394
072053.70,3106.79456901,10345.46871524,0.007,303.7,090925,2.0,A,North,East,1757402453.2738614
072053.80,3106.79456960,10345.46871528,0.005,305.0,090925,2.0,A,North,East,1757402453.3723345
072053.90,3106.79457021,10345.46871529,0.006,303.1,090925,2.0,A,North,East,1757402453.471419
072054.00,3106.79457084,10345.46871529,0.007,303.5,090925,2.0,A,North,East,1757402453.5711632
072054.10,3106.79457148,10345.46871527,0.007,303.8,090925,2.0,A,North,East,1757402453.6794078
072054.20,3106.79457215,10345.46871523,0.008,305.5,090925,2.0,A,North,East,1757402453.7732413
072054.30,3106.79457289,10345.46871516,0.008,319.7,090925,2.0,A,North,East,1757402453.87238
072054.40,3106.79457362,10345.46871509,0.008,321.8,090925,2.0,A,North,East,1757402453.9733715
072054.50,3106.79457438,10345.46871504,0.008,330.1,090925,2.0,A,North,East,1757402454.070959
072054.60,3106.79457511,10345.46871500,0.007,336.0,090925,2.0,A,North,East,1757402454.1715465
072054.70,3106.79457587,10345.46871507,0.006,341.7,090925,2.0,A,North,East,1757402454.270419
072054.80,3106.79457664,10345.46871513,0.006,333.4,090925,2.0,A,North,East,1757402454.374561
072054.90,3106.79457734,10345.46871510,0.006,337.4,090925,2.0,A,North,East,1757402454.476078
072055.00,3106.79457803,10345.46871509,0.007,338.6,090925,2.0,A,North,East,1757402454.570985
072055.10,3106.79457866,10345.46871513,0.007,340.1,090925,2.0,A,North,East,1757402454.6693723
072055.20,3106.79457929,10345.46871517,0.008,340.1,090925,2.0,A,North,East,1757402454.7682207
072055.30,3106.79458008,10345.46871522,0.007,346.4,090925,2.0,A,North,East,1757402454.8669972
072055.40,3106.79458089,10345.46871526,0.007,352.2,090925,2.0,A,North,East,1757402454.9696088
072055.50,3106.79458150,10345.46871536,0.008,356.7,090925,2.0,A,North,East,1757402455.0715072
072055.60,3106.79458228,10345.46871567,0.024,33.1,090925,2.0,A,North,East,1757402455.17032
072055.70,3106.79458507,10345.46871770,0.199,35.7,090925,2.0,A,North,East,1757402455.274417
072055.80,3106.79459980,10345.46873295,0.644,43.9,090925,2.0,A,North,East,1757402455.377075
072055.90,3106.79462712,10345.46875760,1.151,39.4,090925,2.0,A,North,East,1757402455.4644232
072056.00,3106.79466001,10345.46878313,1.336,35.7,090925,2.0,A,North,East,1757402455.576392
072056.10,3106.79469511,10345.46880397,1.339,28.4,090925,2.0,A,North,East,1757402455.6836824
072056.20,3106.79472169,10345.46881762,0.981,24.8,090925,2.0,A,North,East,1757402455.7737567
072056.30,3106.79474462,10345.46882017,0.756,4.8,090925,2.0,A,North,East,1757402455.8898067
072056.40,3106.79476031,10345.46881865,0.489,351.3,090925,2.0,A,North,East,1757402455.990019
072056.50,3106.79477301,10345.46881808,0.394,350.8,090925,2.0,A,North,East,1757402456.0885212
072056.60,3106.79478215,10345.46881903,0.256,356.0,090925,2.0,A,North,East,1757402456.1716056
072056.70,3106.79479066,10345.46882669,0.302,38.8,090925,2.0,A,North,East,1757402456.2742298
072056.80,3106.79479960,10345.46883007,0.272,15.8,090925,2.0,A,North,East,1757402456.3815217
072056.90,3106.79480712,10345.46883142,0.203,4.0,090925,2.0,A,North,East,1757402456.4915035
072057.00,3106.79481475,10345.46882980,0.233,340.0,090925,2.0,A,North,East,1757402456.5728137
072057.10,3106.79482083,10345.46883143,0.164,6.2,090925,2.0,A,North,East,1757402456.6803756
072057.20,3106.79482494,10345.46883681,0.167,49.3,090925,2.0,A,North,East,1757402456.7730052
072057.30,3106.79482837,10345.46884045,0.113,46.6,090925,2.0,A,North,East,1757402456.884817
072057.40,3106.79483035,10345.46884351,0.085,71.2,090925,2.0,A,North,East,1757402456.9724026
